,scientific_name,red_list_category,assessment_date,population_trend,systems,region,habitat,phylum_name,class_name,country_state,animal_name,latitude,longitude
13248,Icthyophaga ichthyaetus,Near Threatened,2016,Decreasing,Terrestrial & Freshwater & Marine,Indomalayan|Oceanian,Global,Vertebrates,Birds,,,,
13249,Cyanolyca mirabilis,Vulnerable,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13250,Eurystomus azureus,Near Threatened,2017,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13251,Otus elegans,Near Threatened,2017,Decreasing,Terrestrial,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13252,Otus jolandae,Near Threatened,2017,Stable,Terrestial & Freshwater ,Oceanian,Global,Vertebrates,Birds,,,,
13253,Picus dedemi,Near Threatened,2016,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13254,Coryogalops ocheticus,Endangered,2018,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes,,,,
13255,Eviota indica,Near Threatened,2018,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes,,,,
13256,Gallinago nemoricola,Vulnerable,2016,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13257,Liocichla omeiensis,Vulnerable,2017,Decreasing,Terrestrial,Palearctic,Global,Vertebrates,Birds,JE,,49.214439,-2.13125
13258,Sericulus bakeri,Near Threatened,2017,Stable,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13259,Hypsipetes siquijorensis,Endangered,2017,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13260,Squalus rancureli,Near Threatened,2017,Unknown,Marine,Australasian,Global,Vertebrates,Cartilaginous fishes,,,,
13261,Rhyticeros cassidix,Vulnerable,2016,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13262,Rhinoptilus bitorquatus,Critically Endangered,2016,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,"Courser, Jerdon's",,
13263,Odorrana bolavensis,Endangered,2017,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
13264,Zonerodius heliosylus,Near Threatened,2017,Decreasing,Terrestial & Freshwater ,Oceanian,Global,Vertebrates,Birds,,,,
13265,Ploceus hypoxanthus,Near Threatened,2017,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Birds,,,,
13266,Lorius garrulus,Vulnerable,2016,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13267,Coptodon kottae,Endangered,2009,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
13268,Kleinothraupis parodii,Near Threatened,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13269,Phoenicurus bicolor,Near Threatened,2020,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Birds,,,,
13270,Turdus eremita,Near Threatened,2016,Stable,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13271,Glyphoglossus molossus,Near Threatened,2020,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
13272,Charmosyna toxopei,Critically Endangered,2016,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13273,Oroanassa magnifica,Endangered,2016,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13274,Puffinus opisthomelas,Near Threatened,2021,Stable,Terrestrial & Marine,Nearctic|Neotropical,Global,Vertebrates,Birds,,,,
13275,Todiramphus cinnamominus,Extinct in the Wild,2016,Unknown,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13276,Limnonectes cintalubang,Endangered,2018,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
13277,Malpulutta kretseri,Endangered,2019,Decreasing,Freshwater,Indomalayan,Global,Vertebrates,Ray-finned fishes,,,,
13278,Mistichthys luzonensis,Vulnerable,2020,Stable,Freshwater,Indomalayan,Global,Vertebrates,Ray-finned fishes,,Sinarapan,,
13279,Meiacanthus abruptus,Vulnerable,2012,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes,,,,
13280,Zosterops kuehni,Near Threatened,2016,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13281,Rhyticeros subruficollis,Vulnerable,2016,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13282,Cacatua haematuropygia,Critically Endangered,2017,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13283,Sarcophanops steerii,Vulnerable,2017,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13284,Urocitellus endemicus,Vulnerable,2017,Unknown,Terrestrial,Nearctic,Global,Vertebrates,Mammals,,,,
13285,Helopsaltes pryeri,Near Threatened,2016,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13286,Pelecanus philippensis,Near Threatened,2017,Decreasing,Terrestrial & Freshwater & Marine,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13287,Chinchilla lanigera,Endangered,2015,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Mammals,,,,
13288,Esacus recurvirostris,Near Threatened,2017,Decreasing,Terrestrial & Freshwater & Marine,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13289,Aphyocharax yekwanae,Vulnerable,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13290,Apistogramma pedunculata,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13291,Anablepsoides immaculatus,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13292,Baryancistrus demantoides,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13293,Bryconops imitator,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13294,Bryconops vibex,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13295,Chaetostoma stannii,Endangered,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13296,Chaetostoma yurubiense,Endangered,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13297,Cordylancistrus perijae,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13298,Cordylancistrus torbesensis,Endangered,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13299,Corydoras boehlkei,Vulnerable,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13300,Corydoras concolor,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13301,Creagrutus gyrospilus,Vulnerable,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13302,Creagrutus veruina,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13303,Farlowella venezuelensis,Endangered,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13304,Helogenes uruyensis,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13305,Hypancistrus contradens,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13306,Hyphessobrycon paucilepis,Endangered,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13307,Hyphessobrycon tuyensis,Endangered,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13308,Laimosemion gransabanae,Vulnerable,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13309,Laimosemion lyricauda,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13310,Laimosemion nicoi,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13311,Laimosemion sape,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13312,Laimosemion tecminae,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13313,Lebiasina provenzanoi,Vulnerable,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13314,Lebiasina taphorni,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13315,Lebiasina yuruaniensis,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13316,Neblinichthys roraima,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13317,Peckoltia wernekei,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13318,Phenacorhamdia taphorni,Endangered,2017,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13319,Poecilia dauli,Vulnerable,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13320,Pseudolithoxus anthrax,Near Threatened,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,,,,
13321,Rhamdia guasarensis,Critically Endangered,2019,Unknown,Freshwater,Neotropical,Global,Vertebrates,Ray-finned fishes,VE ,,,
13322,Paramuricea clavata,Vulnerable,2014,Decreasing,Marine,Palearctic,Mediterranean,Cnidarias,Sea anemones & corals,,,,
13323,Spizella wortheni,Endangered,2017,Decreasing,Terrestrial,Nearctic|Neotropical,Global,Vertebrates,Birds,,,,
13324,Todiramphus nigrocyaneus,Near Threatened,2017,Decreasing,Terrestial & Freshwater ,Oceanian,Global,Vertebrates,Birds,,,,
13325,Morphnus guianensis,Near Threatened,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,FR,,46.227638,2.213749
13326,Columba palumboides,Near Threatened,2017,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13327,Achalinus hainanus,Vulnerable,2011,Unknown,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13328,Anguis cephallonica,Near Threatened,2008,Decreasing,Terrestrial,Palearctic,Global & Europe,Vertebrates,Reptiles,,,,
13329,Indotyphlops lankaensis,Critically Endangered,2019,Unknown,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13330,Indotyphlops leucomelas,Critically Endangered,2019,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13331,Indotyphlops malcolmi,Endangered,2019,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Reptiles,,,,
13332,Palaopartula calypso,Critically Endangered,2017,Unknown,Terrestrial,Oceanian,Global,Mollusks,Snails & slugs,,,,
13333,Palaopartula leucothoe,Critically Endangered,2017,Unknown,Terrestrial,Oceanian,Global,Mollusks,Snails & slugs,,,,
13334,Palaopartula thetis,Endangered,2017,Unknown,Terrestrial,Oceanian,Global,Mollusks,Snails & slugs,,,,
13335,Cryptospiza shelleyi,Endangered,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13336,Plectropomus marisrubri,Vulnerable,2016,Decreasing,Marine,,Global,Vertebrates,Ray-finned fishes,,,,
13337,Aspatharia divaricata,Critically Endangered,2016,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Mollusks,Molluscs,,,,
13338,Spizocorys sclateri,Near Threatened,2017,Unknown,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13339,Sylvia nigricapillus,Vulnerable,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13340,Ptilopachus nahani,Vulnerable,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13341,Campethera notata,Near Threatened,2017,Stable,Terrestial & Freshwater ,Afrotropical,Global,Vertebrates,Birds,,,,
13342,Ninox spilonotus,Endangered,2017,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13343,Ninox granti,Near Threatened,2017,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13344,Eupodotis caerulescens,Near Threatened,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13345,Chilabothrus argentum,Critically Endangered,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
13346,Otus moheliensis,Endangered,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13347,Eriocnemis mirabilis,Endangered,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13348,Synallaxis tithys,Vulnerable,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13349,Amazona brasiliensis,Near Threatened,2017,Increasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,FR,"Parrot, red-tailed",46.227638,2.213749
13350,Malaconotus alius,Endangered,2017,Stable,Terrestrial,Afrotropical,Global,Vertebrates,Birds,Tanzania,"Bush-shrike, Ulugura",,
13351,Acrocephalus brevipennis,Vulnerable,2017,Unknown,Terrestial & Freshwater ,Afrotropical,Global,Vertebrates,Birds,,,,
13352,Kupeornis gilberti,Vulnerable,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13353,Lamprolia klinesmithi,Vulnerable,2016,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13354,Pampusana rubescens,Endangered,2017,Stable,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13355,Hydrornis caeruleus,Near Threatened,2016,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13356,Dendrocitta bayleii,Vulnerable,2017,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13357,Hemitriccus rufigularis,Near Threatened,2016,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13358,Dryocopus hodgei,Vulnerable,2017,Decreasing,Terrestrial,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13359,Ianthocincla bieti,Vulnerable,2016,Decreasing,Terrestrial,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13360,Gracupica jalla,Critically Endangered,2016,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13361,Numenius madagascariensis,Endangered,2016,Decreasing,Terrestrial & Freshwater & Marine,Indomalayan|Nearctic|Oceanian|Palearctic,Global,Vertebrates,Birds,,,,
13362,Columba pollenii,Near Threatened,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13363,Alectroenas sganzini,Near Threatened,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13364,Speculanas specularis,Near Threatened,2016,Stable,Freshwater,Neotropical,Global,Vertebrates,Birds,,,,
13365,Thamnophilus praecox,Near Threatened,2016,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Birds,,,,
13366,Ramphiculus meridionalis,Vulnerable,2017,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13367,Geokichla dumasi,Near Threatened,2017,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13368,Ninox sumbaensis,Endangered,2017,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13369,Foudia consobrina,Near Threatened,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13370,Sittiparus owstoni,Endangered,2017,Decreasing,Terrestrial,Palearctic,Global,Vertebrates,Birds,,,,
13371,Xolmis dominicanus,Vulnerable,2016,Decreasing,Terrestrial & Freshwater & Marine,Neotropical,Global,Vertebrates,Birds,,,,
13372,Hypsipetes borbonicus,Near Threatened,2017,Increasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13373,Ducula aurorae,Endangered,2017,Increasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13374,Coracina dobsoni,Near Threatened,2017,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13375,Aplonis brunneicapillus,Vulnerable,2017,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13376,Coracina bicolor,Near Threatened,2016,Decreasing,Terrestrial,Oceanian|Palearctic,Global,Vertebrates,Birds,,,,
13377,Edolisoma mindanense,Vulnerable,2016,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13378,Symposiachrus barbatus,Near Threatened,2016,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13379,Hypothymis helenae,Near Threatened,2016,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13380,Odorrana trankieni,Near Threatened,2020,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
13381,Psittrichas fulgidus,Vulnerable,2017,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,ID,,-0.789275,113.921327
13382,Automolus lammi,Endangered,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13383,Hemitriccus kaempferi,Vulnerable,2017,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Birds,,"Tody-tyrant, Kaempfer's",,
13384,Corvus validus,Near Threatened,2016,Decreasing,Terrestrial,Oceanian,Global,Vertebrates,Birds,,,,
13385,Pyrrhura leucotis,Vulnerable,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13386,Aglaeactis castelnaudii,Near Threatened,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13387,Cyanocorax coeruleus,Near Threatened,2016,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13388,Herpsilochmus pectoralis,Vulnerable,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13389,Sittiparus semilarvatus,Near Threatened,2016,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13390,Phyllastrephus albigula,Near Threatened,2016,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13391,Conothraupis mesoleuca,Endangered,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13392,Emberiza socotrana,Near Threatened,2017,Stable,Terrestrial,Afrotropical|Palearctic,Global,Vertebrates,Birds,,,,
13393,Ploceus spekeoides,Near Threatened,2017,Decreasing,Terrestial & Freshwater ,Afrotropical,Global,Vertebrates,Birds,,,,
13394,Apalis karamojae,Vulnerable,2016,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13395,Hydrochous gigas,Near Threatened,2016,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Birds,,,,
13396,Mergus squamatus,Endangered,2016,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Birds,,,,
13397,Macroagelaius subalaris,Endangered,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13398,Neodrepanis hypoxantha,Vulnerable,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13399,Myrmotherula klagesi,Vulnerable,2017,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Birds,,,,
13400,Pterorhinus mitratus,Near Threatened,2017,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Birds,,,,
13401,Cnipodectes superrufus,Vulnerable,2017,Increasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,,,,
13402,Anthreptes rubritorques,Vulnerable,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13403,Promerops gurneyi,Near Threatened,2017,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Birds,,,,
13404,Geocolaptes olivaceus,Near Threatened,2017,Decreasing,Terrestial & Freshwater ,Afrotropical,Global,Vertebrates,Birds,,,,
13405,Amazona vinacea,Endangered,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,Brazil,"Parrot, vinaceous-breasted",,
13406,Amazona rhodocorytha,Vulnerable,2017,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Birds,Brazil,"Parrot, red-browed",,
13407,Ambystoma californiense,Vulnerable,2021,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,U.S.A. (CA),"Salamander, California tiger",,
13408,Ambystoma californiense,Vulnerable,2021,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,U.S.A. (CA),"Salamander, California tiger",,
13409,Ambystoma californiense,Vulnerable,2021,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,U.S.A. (CA),"Salamander, California tiger",,
13410,Ambystoma californiense,Vulnerable,2021,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,U.S.A. (CA),"Salamander, California tiger",,
13411,Ambystoma californiense,Vulnerable,2021,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,U.S.A. (CA),"Salamander, California tiger",,
13412,Ambystoma californiense,Vulnerable,2021,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,U.S.A. (CA),"Salamander, California tiger",,
13413,Ambystoma californiense,Vulnerable,2021,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,U.S.A. (CA),"Salamander, California tiger",,
13414,Ambystoma californiense,Vulnerable,2021,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,U.S.A. (CA),"Salamander, California tiger",,
